UniqueCount	AmbigCount
21	0
4	0
324	1
1265	1
160	1
2826	17
348	13
2338	3
2691	4
446	3
35944	21
32041	21
84	13
9962	15
3006	0
1333	3
4677	4
1077	1
808	1
209	2
2897	3
27196	19
731	7
1031	7
9099	6
618	2
2901	17
6662	17
1688	0
1461	17
3133	18
259	1
33	0
74	1
24	1
2072	0
5312	128
3312	201
7064	77
3872	5
1878	5
1171	0
3038	1
401	0
599	8
446	8
732	0
816	1
657	1
12331	3
975	6
832	2
15	0
86	1
223	1
5152	6
1125	4
430	1
208	1
10852	4
4897	4
1762	16
2415	16
1497	0
421	4
1262	6
2778	0
813	0
23257	16
6143	3
25367	10
10922	61
2548	61
12303	81
12742	75
2779	34
1755	43
762	13
949	0
8043	23
1641	19
169	0
69	1
480	0
3350	4
642	3
8004	28
538	24
13413	15
37120	22
1491	2
3983	4
2102	15
5161	18
2522	1
1164	5
10586	17
1452	8
15511	12
2505	6
380	2
960	2
519	0
8547	3
1081	14
1452	14
41	0
3418	11
1177	9
7286	4
1899	19
1299	21
368	0
1531	1
100	0
2820	0
1024	0
696	0
4621	0
6240	1
2230	0
5425	2
1709	8
1444	7
604	0
2421	2
176	1
3284	1
7192	11
1355	23
2229	16
10461	2
2290	1
3300	0
1011	8
1072	26
832	20
3406	40
5095	40
934	0
858	3
3496	16
699	19
1501	16
2118	8
3685	10
5935	12
428	5
1345	6
516	12
1082	6
715	0
10069	8
4560	0
1881	0
3373	3
1667	22
2544	38
2534	49
63014	666
10832	597
30	0
4166	4
19663	8
510	0
1251	6
765	5
1361	0
8518	3
325	0
185	0
1024	0
105621	754
12466	711
288	0
2358	15
661	14
12541	9
3731	9
6015	27
3131	46
3364	19
4101	4
24785	13
3827	2
5361	2
1759	0
15	0
3112	40
972	38
12944	280
4831	384
3754	298
7328	185
4137	6
2937	5
840	5
278	1
642	0
1766	1
7164	3
11513	8
1165	7
2085	29
774	22
302	1
10379	4
126268	87
64238	130
69676	101
4678	0
2615	1
941	4
547	4
2329	1
239	0
2988	6
1694	5
551	3
8194	45
1861	37
6252	7
725	3
2007	0
1590	1
1083	0
2077	0
1458	0
770	1
3584	3
398	0
2169	0
3701	0
161	0
6912	2
6867	3
1143	21
1999	22
347	0
740	0
1478	4
5018	6
1487	15
829	13
130	0
15562	3
1391	7
12098	9
9675	100
22772	295
8319	199
23586	11
17449	15
8901	3
218	1
68	5
7216	6
553	0
3574	0
1823	0
431	0
577	7
130	9
2380	2
4455	4
5224	1
4943	2
1085	0
8542	0
335587	149
1479	0
1530	0
556	0
372	1
1408	2
6820	7
5075	17
14530	12
3734	2
516	1
4198	3
1258	0
2250	0
437	0
15656	2
947	7
1518	9
619	0
1191	1
2111	1
1624	0
1432	11
4215	14
32216	19
2950	3
791	1
6404	104
7119	109
4141	7
75	0
3916	1
497	5
2812	5
57015	6
5230	5
215	2
839	0
18428	8
8067	17
1214	15
936	3
993	4
1984	4
2858	3
7397	0
8386	0
22312	2
17411	7
7343	2
1997	3
15166	11
1150	0
1143	0
1314	2
5981	0
40	0
3975	1
300	0
1553	2
872	9
1380	18
2005	15
3001	4
37	4
329	3
47825	14
35003	20
83	1
1123	1
10924	3
20333	9
661	0
1086	5
2971	4
1324	0
282	0
1354	1
747	3
1488	6
14401	8
24933	15
2974	1
22224	5
1235	0
8686	0
2908	0
6675	0
14814	3
831	1
5249	2
8941	4
3835	7
1233	7
6669	3
4061	3
1254	9
1484	13
30532	21
325	7
8586	10
1316	0
638	0
44402	1
2102	0
19526	54
1731	55
2609	94
13694	95
9691	36
4163	37
6929	24
10394	54
6493	34
7992	5
17180	6
300	0
1423	0
1604	0
220	0
14660	12
1045	0
7305	4
1400	1
7066	2
14548	12
9789	7
3704	9
845	7
255	0
320	0
16402	5
2702	3
585	3
7369	7
10481	5
2715	2
4980	4
300	0
886	2
2623	6
1033	0
1678	0
1592	3
5355	8
5339	3
239	5
10472	27
27828	31
3288	0
1456	3
3435	1
1006	2
6237	6
1140	2
693	0
12047	5
11300	45
1423	43
609	2
5806	2
12	0
32	0
6	7654
951	0
11489	41
2091	53
6462	18
2091	1
1353	0
4651	7
2245	0
1816	1
1828	10
726	19
275	10
489	0
468	0
9382	1
31446	8
3793	7
2959	6
3704	9
1864	3
2340	1
4489	2
19252	7
4124	3
1454	2
835	15
2452	28
5495	13
4592	2
1180	0
2778	1
3401	9
928	18
1351	11
168	0
171	0
472	2
934	2
11	0
1704	1
1099	10
1879	10
42660	10
497	0
65	0
12926	8
33118	49
15183	35
706	0
59	0
805	1
2597	2
1506	0
33079	25
16835	267
64747	276
1123	1
2523	2
2296	57
5145	73
2722	12
1582	2
505	1
92	0
845	0
4001	2
307	1
530	1
82	0
31	0
2059	43
8324	71
2820	49
11279	44
24002	28
507	0
755	4
1369	3
803	0
4036	4
3435	9
9269	8
427	1
11543	14
3042	5
6539	7
8544	4
77	3466
1337	1
1509	1
2998	3
1734	1
451	6
1310	10
1467	5
381	0
3001	5
1702	1
2800	34
7975	35
3864	4
2098	1
735	0
1936	0
2316	9
503	9
3545	1
1601	0
184	0
254	0
704	0
209	0
173	1
9042	7
47191	26
8439	6
714	16
2341	15
6709	8
3982	12
3823	7
2000	1
136	0
2031	0
125	0
2123	5
1568	8
3455	6
23742	14
1989	74
23867	98
9841	23
276	0
1861	10
3018	34
4879	25
7528	103
2168	100
6256	3
31502	17
831	2
121	1
7462	53
16636	56
9500	1
3664	4
11106	95
37164	105
10027	104
23800	119
24722	13
1706	20
2935	20
150383	64
2573	0
2700	1
2158	1
15605	4
603	0
345	0
98	8
0	0
0	0
158	7
2722	2
202	0
109	11
2206	12
37132	18
3095	21
1278	21
1182	3
2146	40
2049	98
3043	60
4908	3
5310	1
188	1
1700	2
2323	9
1064	16
7800	16
20951	47
2983	187
4031	246
7756	87
19620	13
12099	20
5058	43
1344	29
8633	6
18316	15
11421	9
5666	3
30675	24
2839	33
1613	38
260	16
15902	7
1285	25
4555	30
24292	733
23428	722
11652	1
2314	62
14655	63
2907	22
2882	21
875	3
579	3
1566	1
1064	0
1385	0
272	0
4810	1
999	8
490	8
626	0
5295	1
4	0
0	0
7	0
17	0
7423	2
6668	1
22505	12
407	0
6757	3
1588	0
2602	20
1532	16
16	0
1578	0
1037	0
1304	0
10628	2
4661	1
6628	286
50648	485
18310	280
42713	214
12757	516
20233	710
10906	353
13235	91
2609	34
2036	3
7393	11
541	0
13707	6
583	7
920	7
3833	2
2952	0
1901	1
1030	15
15778	20
2423	1
1066	0
5549	0
1786	0
655	6
1256	114
4624	126
2801	53
608	43
5326	29
1502	26
3423	25
5554	21
514	0
21935	1
20026	11
2379	1
921	0
204349	195
15180	99
2861	1
2299	7
196	7
415	0
2741	3
10173	11
695	0
33808	19
5940	37
1143	34
2175	0
3814	0
702	4
761	7
549	5
283	2
1436	0
22002	10
2173	1
1065	0
6788	0
1521	6
285	5
1077	3
1373	9
6559	8
2567	1
1263	0
233	1
929	5
263	7971
593	12
641	12
23008	9
3070	8
613	9
4479	11
1869	67
3103	67
1233	2
2144	13
696	10
3212	15
3535	18
776	0
1194	3
1052	14
223	13
1676	0
2033	69
3075	69
8878	5
1950	8
955	8
5334	39
1008	46
976	10
3097	5
939	0
425	0
13579	2
18078	206
26366	223
11668	18
788	1
539	0
31863	508
22052	496
1581	19
1129	32
11181	15
15327	7
1340	1
300	12
4419	15
1147	2
6000	1
10332	101
7797	160
3474	56
204	0
2240	1
2416	3
5510	54
2293	49
3817	1
25240	6
5059	1
1216	15
775	40
1507	29
7553	6
7232	5
210	0
2765	0
837	30
10711	35
14730	9
3166	1
4209	2
66724	29
8192	1
438	0
681	0
173	0
45994	56
39217	46
2108	0
909	0
22	2
44	2
7	0
24	0
0	0
83	0
3861	3
2864	2
18782	11
99	0
138	0
543	1
6019	3
4488	2
5084	3
1231	0
4573	8
3299	6
1649	3
13392	11
2680	17
860	14
513	3
122	0
241	0
2584	1
199	0
1210	9
15818	118
7983	113
7801	54
14187	53
462	0
100705	44
3919	1
299	11
690	19
7989	18
4009	136
2848	136
11390	5
5380	124
6245	126
626	1
17164	16
7062	6
1321	2
1066	7
2697	24
12214	25
0	0
