UniqueCount	AmbigCount
2051	0
18344	2
1993	0
3585	1
95	0
6787	3
909	24
196	24
2491	3
1005	0
1701	0
3510	0
853	0
1397	5
490	7
2252	3
2956	4
960	3
65372	112
8314	131
11071	101
7967	119
8946	49
12666	2
1229	0
7622	7
3674	20
3035	18
3013	1
907	0
2803	0
3340	1
13153	8
878	1
23	1
862	1
6077	1
7406	74
29938	85
4566	8
3732	0
993	0
619	0
37	0
534	0
131	0
12	0
384	0
0	0
529	0
3282	0
507	2
229	3
206	1
473	8
620	7
1331	4
2964	5
7242	2
1209	0
240	0
9128	2
790	1
2888	0
1816	0
3688	0
10032	1
274	0
1568	0
5538	0
423	0
2230	0
170523	5
679	0
5060	4
4252	3
7090	3
1489	1
235	0
71507	18
292	0
2681	4
5561	6
353	29
5915	30
1922	1
5765	2
134	2
984	3
9823	64
3960	105
4503	100
5749	106
6303	60
5241	11
7416	1
615	15
3164	21
4036	5
7217	1
1729	1
8316	2
691	1
234	1
152	0
1465	0
3978	0
51	5
17409	0
1405	0
1533	0
5159	3
8534	62
8161	183
2759	123
1861	0
5832	63
25853	72
1941	0
156	0
366	0
946	2
2130	2
2016	6
2761	8
148520	18
2704	0
3594	1
15416	22
9758	20
9483	0
5299	21
2896	39
3391	19
1991	0
401	0
2381	0
82392	2
5953	1
596	0
1355	0
1134	0
0	4739
1325	0
4732	1
2024	1
581	14
2349	35
1733	28
1373	4
108063	21
3141	0
3170	2
16330	2
305	0
7779	18
4367	18
1603	6
821	6
7339	0
450	0
1496	0
785	0
973	0
32	3
22	1
1081	7
1459	21
2151	15
3578	0
696	0
3066	0
13888	7
1391	0
1469	2
613	2
25805	3
658	0
565	1
247	3
2216	12
1052	10
61	0
1	0
6641	32
6928	32
736	0
440	0
2011	0
909	1
2112	8
1537	9
607	0
613	0
146	0
103	0
4530	1
1551	82
5842	93
3844	18
1371	47
1576	44
4743	13
4740	5
1503	3
5923	6
524	0
7553	1
1375	0
856	1
2646	1
1217	2
2051	1
2582	9
919	9
5411	0
8679	3
547	2
981	2
29	0
15	0
4678	1
484	1
1412	0
7138	2
4346	4
3011	216
11221	219
1359	2
9398	3
2701	122
2012	120
375	0
1192	6
497	5
381	3
1299	3
3605	101
4979	124
2689	24
940	2
368	0
4809	3
1208	0
911	2
2791	3
446	0
692	14
592	17
202	2
6984	3
1907	1
3064	4
726	3
177	0
49	0
7095	1
4989	0
12074	1
754	2
319	2
1761	4
1860	2
29978	8
604	0
2900	1
4132	3
1242	0
19782	55
9059	70
2636	92
3740	72
3203	1
2879	9
880	9
487	5
928	5
7348	16
4183	16
3573	1
1943	0
2636	10
2222	10
2480	4
5756	2
3634	12
1024	18
1206	8
10772	10
12199	11
861	1
108	0
928	0
195	13
979	13
21101	14
1716	10
742	0
8476	3
5652	1
984	1
2780	1
3464	0
4643	17
2132	16
458	6
1657	7
743	3
1023	0
14274	13
13094	12
22470	8
2517	4
1189	5
1174	9
935	5
414	0
2232	1
10162	32
1355	31
4869	1
2537	1
794	0
2436	0
1627	1
2362	0
386	0
6243	3
92	0
2305	1
1455	4
615	11
2117	12
2091	5
1563	4
3223	6
137	5
37	0
239	0
1269	0
935	0
1433	0
638	0
4328	0
957	1
2836	1
9978	3
18333	1
411	0
2532	0
434	2
300	2
155	0
846	0
4083	1
5031	1
3945	0
7153	38
7376	55
8433	36
4397	38
3527	20
424	5
2554	4
2356	0
44918	11
623	0
2572	1
2323	0
976	0
287	0
18256	34
15630	36
1177	1
2819	6
649	6
429	9
1152	6
168	0
7415	0
1694	0
1234	0
3498	0
266	0
4517	0
2620	0
54177	7
114936	29
28056	4
3048	21
1702	49
24927	42
7552	33
2297	29
27323	6
49475	20
25362	13
20590	13
1295	16
18801	153
16861	145
3396	1
2214	0
768	0
1549	0
2287	0
28	0
57	2
9	2
354	2
83	2
85	499
7851	29
2114	99
17028	79
643	0
232	0
9143	2
232	0
96	0
54	0
3	0
15	0
28	0
3683	0
15	0
40	0
699	0
19	0
244	0
219	0
731	0
14933	1
4844	2
679	0
5905	1
5	0
20	0
8	0
0	0
14	0
5	0
318	0
524	0
188	0
1370	0
240	0
1654	0
2788	3
595	3
35486	10
31922	12
58	8
8511	8
2569	0
2219	2
3508	3
1186	1
819	1
218	2
1225	2
24856	4
460	3
513	3
4278	3
629	0
1666	0
5467	1
821	0
2985	6
3241	6
17	0
48	0
52	0
29	0
864	0
4614	24
2505	52
4152	29
4899	4
1753	3
1065	0
1822	1
396	0
736	5
719	5
1046	0
612	0
1038	0
12088	14
1028	15
701	5
11	0
59	1
171	1
5190	4
1287	3
462	1
292	1
8447	1
2847	1
1003	2
801	2
47	0
251	2
723	2
2127	2
607	0
11235	4
3763	0
16038	6
1614	13
303	13
7527	39
8839	40
2655	24
1349	26
730	4
637	0
10607	30
1997	25
157	0
111	0
825	0
2421	1
459	1
5291	15
629	15
13464	7
40455	13
1593	0
3389	1
1499	7
4637	6
1954	1
984	5
7907	19
1706	13
9502	0
1622	0
437	3
1069	3
503	0
5065	2
723	10
1085	10
40	0
3226	9
1073	8
4195	1
1492	13
880	13
796	0
1330	1
103	0
4879	2
953	1
684	0
1864	6
5344	18
2296	12
3914	0
2767	8
2080	7
1405	0
1460	0
157	0
2720	0
3129	0
1051	4
1376	4
7278	2
1876	2
2476	1
1053	5
1347	19
842	13
3189	32
4986	33
1521	0
955	2
4831	31
1431	42
2165	21
3409	8
4609	1
4344	8
360	6
1117	3
429	6
1180	4
868	0
4212	1
6521	2
1679	1
6382	3
1505	14
2801	24
2681	32
58103	463
10511	432
37	0
3856	0
18199	4
677	0
1846	3
1500	4
1921	1
8630	7
390	2
210	0
1317	0
53869	314
6956	300
248	0
2256	11
655	11
9440	11
4695	14
6048	24
4101	34
5157	17
3112	3
14381	7
3069	2
5150	0
1223	1
7	0
4247	43
1551	40
6080	141
2755	191
2183	132
5737	83
3798	0
2466	4
1229	4
453	2
1080	0
1932	0
5340	6
5613	1
2654	19
2909	48
951	28
359	1
8030	2
98368	48
52515	65
56640	49
4836	0
1955	1
834	2
513	2
2930	0
386	0
2407	2
1147	1
785	2
7594	31
2176	28
5031	5
1357	1
2703	0
1555	0
557	0
828	0
1344	0
664	0
4309	3
310	0
885	1
4272	1
86	0
1974	0
5024	2
1239	52
3424	51
403	0
373	0
940	2
4380	1
1166	12
688	12
251	0
15331	6
1586	12
16161	32
12221	100
24780	213
8413	122
24727	6
13783	10
7037	7
237	0
107	0
4931	0
2	0
4053	0
2173	0
277	0
498	0
119	0
1095	0
3263	0
7020	0
3113	1
1332	0
13743	6
210768	27
1026	0
1199	0
1173	0
600	0
1460	0
9238	8
5385	7
17482	4
4690	0
823	1
4842	1
2652	0
3553	0
798	0
10656	1
960	0
1074	0
1279	0
1527	0
1869	0
2071	0
1846	11
4190	11
20473	4
3086	0
743	0
5283	68
5129	66
1629	1
83	0
3109	0
424	6
2354	6
57192	14
4667	4
260	2
2107	1
20545	4
7032	13
1489	12
1188	1
1395	3
3736	1
2874	2
6479	0
9612	0
19732	1
39219	5
3586	0
2681	4
12573	5
822	0
818	1
1256	0
4528	0
2031	0
2366	0
300	0
1822	2
879	3
1609	17
2172	16
3132	3
33	3
385	1
37822	10
26380	3
159	0
1060	0
10084	2
9352	1
535	1
1477	0
2805	0
1464	0
369	0
2417	1
1086	9
1260	9
9129	3
19545	3
2531	3
22215	4
1604	0
6422	0
2685	0
3833	0
9647	0
1927	0
8474	0
11172	1
1915	1
688	0
4980	0
3490	4
1477	2
1916	4
25594	12
751	0
10429	3
1648	0
635	0
57760	0
1315	0
10028	8
1037	10
2045	44
8825	40
11071	50
6590	53
8351	19
12645	62
9234	49
10847	6
19697	2
615	0
546	0
977	0
216	0
8232	1
1387	1
6153	2
1360	0
3336	1
11042	2
8365	1
2145	0
1159	3
632	4
750	2
19737	4
2625	0
628	3
4079	3
14098	2
3919	1
4942	1
357	0
748	0
2391	0
1109	0
816	0
1564	0
5657	2
3968	0
246	6
5005	11
21469	14
2972	0
974	0
2746	1
645	0
3663	2
1502	1
662	0
8195	1
6012	20
968	19
823	0
6738	4
13	0
86	0
19	5904
1139	0
14667	41
2660	62
4397	22
2421	0
1115	0
2344	0
647	0
1457	0
1569	1
1128	4
477	4
969	1
204	0
7522	0
21937	4
3083	3
3038	3
4005	0
2571	2
1505	0
2769	0
7801	1
3205	2
1323	2
909	6
1906	8
2867	2
4227	2
353	0
3429	0
3880	4
2013	17
1579	13
121	0
200	0
681	1
1191	2
13	0
2489	0
519	5
927	5
16809	3
512	0
35	0
8979	5
16916	9
5629	7
733	0
43	0
417	0
3565	0
367	0
31170	10
15731	147
50020	154
892	3
3323	4
1925	21
3282	22
1992	1
1813	1
809	0
161	0
851	0
4430	0
341	0
342	0
64	0
0	0
2108	30
6319	33
2448	7
6812	7
10456	8
346	0
472	0
1145	0
1270	1
4408	0
3908	2
6231	2
394	0
6065	8
3448	5
3153	2
4743	1
167	4739
1291	0
1664	3
3327	3
1983	1
535	3
1768	3
1569	1
816	0
3598	1
2172	1
2335	23
5681	23
2926	0
2005	0
866	1
1734	0
1486	4
370	4
3326	0
1748	1
144	0
369	0
685	0
162	0
100	0
7622	4
37575	8
10274	2
906	10
2377	11
6776	2
3045	8
3141	10
1846	0
70	0
2702	0
74	0
2598	0
1555	1
4176	9
11510	14
735	39
10170	51
4890	15
218	0
2640	5
2926	22
4172	17
5118	73
2018	73
3961	2
31158	14
712	1
109	1
3838	18
6295	18
9109	3
3161	1
15353	82
38314	92
10392	81
17322	81
26562	16
1274	9
2286	11
117965	25
3042	0
2825	0
2267	0
10767	0
752	1
225	1
18	0
0	0
0	0
340	2
3458	1
509	0
72	1
1554	1
36222	8
4277	30
1669	26
1500	7
2118	36
2223	93
3038	65
4196	1
4242	2
53	0
1888	0
1756	5
863	11
5306	10
14102	11
1616	85
2266	106
4953	29
17449	5
11878	17
4272	47
1424	32
4305	3
14142	7
9797	6
5638	2
13201	8
1351	21
1356	25
311	7
12727	3
766	7
3584	10
13610	333
13934	335
8615	0
1141	24
7615	24
1229	0
1035	0
1420	2
469	2
1124	0
809	0
690	1
438	0
2592	0
1021	7
465	7
614	1
2217	3
1	0
1	0
6	0
11	0
5729	2
2553	0
15414	2
106	0
1353	0
333	0
1462	9
1585	9
26	0
1440	0
1356	0
1634	1
9393	2
4793	3
4592	144
37362	227
11307	121
19078	45
10495	274
14025	414
5351	160
8069	23
728	2
1407	5
5360	8
444	0
9781	5
408	3
613	2
2881	0
2489	0
1081	1
1038	8
8338	9
2006	1
698	1
4715	0
1831	1
1014	14
1428	116
5076	130
3374	70
748	46
4273	20
1392	19
2676	9
4834	6
762	0
15562	0
10090	1
2061	0
771	0
141570	58
8257	16
2803	0
2352	4
302	4
1063	0
4572	2
8558	1
2001	1
32401	14
3745	9
877	8
1441	0
1254	0
337	4
320	6
233	2
133	0
597	0
15096	7
2712	1
397	0
7306	0
2820	0
433	0
1089	1
2671	11
10252	12
3656	0
1168	0
12	0
783	8
48	5478
565	16
501	16
25472	5
2429	5
944	12
3565	11
1338	30
2322	31
1075	0
3627	18
1212	18
2088	1
2466	2
486	0
1366	1
1205	7
321	6
2164	0
1017	34
2156	34
2735	1
1060	5
771	5
4287	33
768	35
774	3
2896	1
423	0
505	0
7326	0
17633	128
16852	163
7840	39
816	0
698	1
12445	265
13746	269
2246	23
1535	30
11705	9
18525	3
1386	1
258	15
2919	16
665	0
2579	0
1417	5
2684	4
1818	0
40	0
923	0
1750	0
3255	1
676	1
3468	0
7193	1
3499	0
1355	0
597	2
1785	2
9908	1
5319	0
143	0
3013	0
894	16
10267	18
20358	4
4812	3
4196	1
45278	9
7582	3
529	0
740	0
284	0
18956	14
14445	13
3702	1
624	0
14	0
30	0
15	0
29	0
0	0
66	0
4129	6
4319	5
11266	5
146	0
65	0
710	0
2127	0
8689	4
9946	3
905	0
3043	0
2246	0
1698	1
13114	10
3268	25
1388	22
1013	2
276	0
141	0
1200	0
192	0
665	5
8783	47
4810	42
2287	2
4894	3
565	0
73371	10
3736	0
342	3
623	13
4823	13
3707	132
2705	131
5997	1
6969	122
7628	126
471	1
17439	6
5256	2
771	1
783	1
1094	4
5182	5
0	0
