UniqueCount	AmbigCount
2186	0
10962	8
3198	113
2650	111
553	0
1421	10
541	8
393	0
1612	0
3902	97
6005	116
3247	21
1199	1
382	0
4924	1
1268	0
1372	3
3847	2
441	0
781	5
545	6
240	3
9584	5
2239	2
3452	0
905	0
263	0
72	0
6835	1
6626	3
16210	3
949	5
228	5
2446	5
1860	4
33224	4
835	0
3342	1
6374	2
1925	0
19871	59
11012	70
3688	96
4921	86
3772	0
4452	19
1321	19
609	6
939	6
8492	25
5257	25
4286	4
2159	0
2665	2
2294	5
2603	3
6032	0
5232	11
1277	23
1177	13
13393	4
17192	6
1118	0
104	0
1162	3
335	26
1292	23
25679	15
1916	6
892	2
9067	6
6976	2
1622	0
3187	1
3821	0
4387	10
1639	8
536	3
2142	4
827	0
1223	0
15440	14
15139	9
29253	7
2890	1
1272	1
1250	2
902	0
464	0
2432	2
12135	13
1093	11
5236	1
3271	4
1109	0
2401	0
1754	1
3195	0
385	0
7141	3
118	0
3193	0
1664	6
563	8
2279	4
2568	2
1792	7
5036	7
131	5
31	0
305	0
1631	0
1595	0
2348	0
1045	0
4479	0
874	0
3185	0
15046	11
22852	4
444	0
3856	0
471	1
273	1
254	0
696	0
4881	1
5538	2
5564	1
6172	30
8096	34
10019	20
4950	38
4101	25
694	7
3249	6
3354	0
48839	14
970	0
3059	2
2502	1
1181	0
309	0
22309	58
16255	60
1689	2
3179	1
757	6
528	19
1640	12
148	0
10268	1
1909	1
1453	1
4744	1
287	0
4961	0
2906	0
59852	4
127827	27
31414	12
3258	16
1900	28
27950	21
8707	30
2356	23
32561	13
56549	15
28335	9
21332	10
1401	20
22339	144
18329	134
4451	0
3162	1
976	0
1787	4
2688	3
36	0
100	5
22	6
401	3
81	1
79	559
9987	25
2411	108
18256	87
1121	0
296	0
10957	0
195	1
138	0
50	0
1	1
15	1
26	0
3980	0
7	1
33	1
637	0
21	0
339	0
360	0
924	0
15112	2
5337	0
798	0
5760	1
2	0
19	0
1	0
1	0
9	0
6	0
457	0
779	0
193	0
1369	0
283	0
2400	0
3016	4
915	2
39943	5
34935	13
28	6
9429	6
3294	1
2910	3
3132	3
1259	1
987	2
218	2
1326	2
26731	4
543	3
525	3
4747	4
729	0
2096	0
6716	0
891	0
3695	3
2568	3
17	0
52	0
46	0
15	0
1042	0
5087	9
2742	48
4485	41
5072	4
1894	4
1543	0
2467	1
336	0
725	8
718	8
1192	0
657	0
955	0
13397	2
1248	1
798	0
8	0
53	0
176	0
5483	2
1739	1
429	0
235	0
9925	2
3142	0
1276	5
852	4
44	0
226	4
747	4
2084	0
738	0
16007	3
4534	0
16943	3
1963	12
384	12
9945	46
12092	44
3365	26
1496	31
786	5
931	0
12149	33
2117	31
255	0
153	0
768	1
3009	0
505	0
7166	25
640	21
15684	9
46807	19
1867	0
3692	0
2031	4
6595	5
2075	0
1119	2
10858	15
2048	9
11852	2
2111	0
483	1
1527	1
589	0
5184	3
906	10
1394	12
40	0
3140	8
1525	8
6890	0
2200	17
1157	16
951	0
1633	1
149	0
5102	1
1042	0
760	0
1913	6
6262	21
2375	16
5064	1
2892	6
1938	5
1357	0
1873	0
287	0
3754	3
4429	0
989	1
1322	1
8610	1
2238	4
3144	1
1147	8
1427	19
1018	10
3220	40
5580	42
2070	0
1151	3
5703	23
1427	26
1934	17
3245	11
4778	2
5500	13
369	9
1590	4
436	6
1274	2
979	0
5901	2
7149	2
2241	1
8055	2
1736	12
3756	23
3299	31
62241	464
11073	422
22	0
4437	0
21791	6
648	0
2204	3
1816	3
1651	0
9958	2
599	0
285	0
1637	1
67550	349
7695	336
342	0
2552	13
844	13
10124	6
5109	4
7839	41
4627	51
5493	12
3625	0
19554	2
3764	0
5854	0
1443	0
7	0
4160	38
1683	36
8161	136
3540	212
3398	177
7202	101
5002	3
2799	1
1113	1
524	0
1560	0
2229	0
6195	1
6288	1
3856	30
3887	64
1312	37
438	0
9963	1
106718	43
58442	65
61679	57
6379	0
2844	0
1294	0
562	0
3487	0
439	0
2508	4
1222	3
802	5
10533	35
3007	28
5515	4
1561	2
2616	0
1950	0
812	0
914	0
1743	1
690	0
5556	2
410	0
1079	0
4394	0
99	0
2138	0
6640	2
1380	45
3949	47
463	0
374	1
881	0
4471	0
1356	3
847	3
285	0
17478	4
1511	13
16704	29
12253	82
26523	234
9275	165
27622	1
16033	7
7962	4
269	0
91	2
5016	4
1	0
4360	0
2118	0
280	0
516	0
118	0
1407	0
4115	2
6443	0
4467	2
2103	0
14870	1
238764	18
1376	0
1679	0
1225	0
787	0
1316	0
10569	6
5523	7
17698	3
5533	1
996	0
4599	1
3106	0
4156	0
985	0
11795	2
1318	0
1195	0
1791	0
1710	0
2102	0
2132	0
1832	6
4679	7
22497	1
3289	0
990	0
5734	45
6755	45
2524	1
100	0
4026	0
410	6
2976	6
61998	9
5577	9
241	6
2240	1
22909	9
8416	18
1594	18
1417	0
1716	5
5372	6
3571	0
7407	0
10818	0
21591	1
44315	9
4811	1
3625	5
11937	12
1145	0
1000	0
1660	1
5141	0
2614	2
3785	0
408	0
2002	0
964	0
1588	8
2361	9
3765	5
26	1
402	2
40817	10
31342	6
150	0
1306	0
11345	1
11812	2
786	0
1486	1
3086	2
1654	0
321	0
3163	2
1191	1
1175	0
11497	3
24925	3
2777	1
26479	5
1610	0
8624	0
3144	0
4832	0
10168	1
2088	0
9207	0
12607	0
1988	0
993	0
6221	1
3713	0
1764	0
2543	4
30385	13
952	0
11319	5
2158	0
732	0
61100	2
1883	0
11210	11
1026	11
1998	37
10311	37
10505	28
7537	31
9775	16
14395	55
10245	43
12198	2
20121	1
697	0
959	0
1110	2
201	0
8927	3
1544	1
5543	3
1774	0
4354	2
11737	1
9137	3
2520	0
1212	4
642	6
884	3
21408	1
3133	2
739	4
4706	5
14738	1
5139	1
6096	0
401	0
780	0
2788	0
1663	0
704	0
1845	1
8467	3
4209	0
364	14
5770	20
23372	8
3026	0
1178	1
3081	1
748	0
4979	1
1577	0
777	0
10064	2
7329	18
1058	16
967	4
7383	3
5	0
62	0
12	7359
1662	0
16400	45
2814	52
4081	14
2630	2
1383	1
3054	0
765	0
1980	0
1811	0
1134	3
469	3
1199	0
205	0
7937	0
22252	2
3356	2
4302	2
6291	3
3180	1
2226	0
3491	0
10356	4
4276	1
1795	1
870	9
2343	13
3890	4
4524	2
358	0
3744	2
5203	5
2147	11
1257	5
94	0
227	0
880	1
1464	1
17	0
3070	0
613	4
1272	4
17770	2
734	0
49	0
9963	0
18007	8
7115	3
1260	0
47	0
736	0
3824	2
570	0
32620	9
16931	128
56763	128
1127	1
3708	2
2012	17
3744	22
2485	3
2426	0
1083	0
150	0
874	0
4665	3
396	0
378	0
63	0
0	0
2379	15
6647	20
2506	11
7558	11
14342	7
387	0
571	1
1284	1
1443	0
4750	0
4188	2
8049	3
430	0
7483	8
3588	7
3194	0
6340	1
175	5490
1638	0
1588	0
4171	0
1946	3
633	5
1961	5
1621	2
880	0
3604	0
2332	0
2434	22
6218	24
3744	0
2278	0
1189	0
1888	0
2002	6
416	4
4349	2
1492	0
197	0
371	1
785	0
133	1
134	0
9560	5
41592	10
12135	3
805	15
3366	17
8195	6
3389	7
4292	3
1887	0
59	0
3260	0
88	0
2514	0
1802	4
5256	14
12490	15
898	39
11635	43
4606	9
218	0
2715	16
2792	33
4417	17
7464	95
2473	95
4536	1
34093	10
1122	1
96	1
4779	20
5961	22
9595	7
4112	1
15265	91
39103	104
11212	89
19073	83
30966	9
1435	6
2812	6
129988	26
2886	2
3031	0
2867	0
12635	3
901	0
265	0
21	0
0	0
0	0
228	3
4007	2
628	0
82	3
2278	3
38156	15
4172	15
1905	14
1929	10
2643	43
2593	86
3118	51
4863	2
5259	0
60	0
1562	0
1994	7
1172	12
5848	9
17027	19
1967	102
3034	145
5266	57
18807	3
12901	30
5032	58
1430	32
4580	0
17681	5
11252	5
6737	1
15427	7
1984	11
1251	17
313	10
15824	4
868	5
5094	6
16986	339
17240	340
10570	0
1789	40
10083	41
1341	0
1201	0
2046	0
845	0
1587	0
1110	0
765	0
528	0
2637	1
1460	6
566	6
621	0
3043	1
3	0
0	0
9	0
15	0
4699	0
3574	1
20465	2
96	0
1546	1
436	1
1464	12
1747	12
15	0
1559	0
1565	1
1911	1
10218	4
7017	3
4748	142
38055	197
11665	100
22771	48
11833	270
15336	406
6799	148
10252	17
700	2
1688	2
7220	3
713	0
11658	7
526	4
703	4
3180	1
3604	1
1247	0
1301	7
9919	10
2440	0
668	0
6544	2
2037	0
1327	2
1645	108
5610	126
3361	53
722	37
4710	14
1517	10
3072	5
6006	5
645	0
18151	0
10185	1
2333	0
854	0
155009	51
9912	12
2996	1
3431	0
372	0
1136	0
5475	1
9320	1
2255	0
35075	11
3286	8
741	6
2046	2
1319	0
419	4
391	4
257	1
152	1
579	0
17829	4
3072	0
508	0
10829	2
3604	2
564	2
684	0
2780	16
12311	16
4322	0
1474	0
8	0
1241	5
61	6816
560	8
560	8
31044	7
2877	6
1106	10
3472	9
1557	43
2694	43
1380	1
3859	18
1158	16
3091	2
3839	2
650	0
1876	4
1643	9
397	7
1842	0
961	31
2120	31
3100	0
1397	2
891	2
5323	33
876	38
1065	8
3705	2
546	0
813	0
7357	0
17557	82
17678	121
8951	43
1040	0
1071	0
19418	312
20389	317
2465	16
1533	18
11450	6
20286	7
1478	0
274	15
3166	16
834	1
3400	1
1925	2
2630	2
1924	0
35	0
1206	0
1958	2
3510	1
1007	0
4215	1
6620	2
3957	0
1412	1
703	2
2260	1
11239	0
7106	1
161	1
3652	0
728	14
8757	20
22475	6
6579	4
3824	0
50440	14
8345	0
536	0
912	0
245	1
26822	13
18192	13
4426	0
713	0
19	0
48	0
10	0
30	0
0	0
54	0
5418	3
6074	3
12534	3
164	0
105	0
729	0
2431	1
8942	2
10110	2
1382	1
4164	2
2749	2
2014	1
14028	8
4341	22
1954	24
964	4
262	0
150	0
1403	0
207	0
911	5
9962	55
5781	51
2698	7
5535	5
693	0
79593	18
4122	3
355	4
585	12
5837	11
4901	144
3218	141
6727	0
7227	107
8666	109
690	0
17962	6
7440	4
1084	4
1048	3
1158	2
6378	3
0	0
