UniqueCount	AmbigCount
13249	9
8358	2
1112	1
79	0
1210	0
191	7
914	7
26657	7
1188	3
880	0
15689	2
6019	3
973	0
3694	0
3261	0
4534	7
2895	6
472	1
1318	2
981	0
1154	0
19096	5
21287	8
21383	4
3449	1
1336	4
1950	2
1070	0
369	1
2219	0
9075	10
1750	10
5607	1
2769	0
799	0
3963	0
2527	0
3411	0
538	0
6038	1
74	1
2247	1
1327	2
795	7
2681	7
2650	2
2415	1
3934	1
154	4
32	0
253	0
1636	0
868	0
1785	0
895	0
6343	2
839	0
1770	0
10101	1
19734	1
231	0
3439	0
538	1
374	0
271	0
1061	0
3808	0
7049	1
4070	0
10522	22
9650	34
9116	19
5541	22
2983	18
367	2
3793	0
2036	0
59495	12
706	0
2431	0
3512	0
1155	0
494	0
19619	18
16622	21
2426	0
3649	0
956	2
419	12
1278	10
147	0
7901	1
1908	0
1756	0
3937	0
431	0
7531	0
3301	0
75539	2
148750	21
40861	7
4109	13
1993	28
35604	21
10335	27
2745	25
38805	9
58039	14
37004	5
21975	3
1071	5
31948	92
28505	92
3862	0
2923	1
1026	0
1891	0
3128	0
34	0
99	0
17	1
327	1
142	0
91	842
9382	6
2558	44
20755	45
876	0
319	0
12519	3
271	0
116	0
56	0
2	0
27	0
21	0
4883	0
18	0
41	0
808	0
25	0
365	0
258	0
1112	0
15474	2
5790	1
597	1
6462	0
3	0
19	0
5	0
1	0
10	0
10	0
257	0
640	1
141	0
1592	0
305	0
1511	0
3607	0
626	0
42114	5
34186	9
50	4
10355	4
2421	0
1725	1
4520	3
1602	0
1027	0
211	2
1491	2
35996	4
554	0
582	0
6287	1
694	0
2170	0
7358	0
1165	1
2547	0
3011	0
8	0
25	0
73	1
25	1
745	0
4647	14
4170	34
4463	23
6364	4
2406	4
1331	0
2139	0
581	0
736	5
948	5
1378	0
900	0
1073	0
14537	2
1317	2
1202	0
6	0
72	0
222	0
6687	3
1697	2
477	0
234	0
11624	2
3438	0
1214	3
934	3
34	0
328	1
984	1
2288	1
888	2
14538	4
4853	1
24513	5
1672	6
417	5
9199	32
10193	35
2680	11
1225	10
597	3
847	1
11962	7
2502	6
174	0
103	0
550	0
2728	0
589	0
6741	13
691	12
15123	3
56932	10
1890	2
4519	1
2345	7
5772	9
2481	0
1240	1
9287	2
1317	1
14776	1
2748	0
357	0
1085	0
526	0
4045	0
1451	16
1479	16
38	0
2782	2
1226	2
5386	2
2092	16
1392	16
807	0
1149	0
105	0
5859	1
861	0
872	0
2339	2
7554	9
2988	6
4497	1
2945	2
2345	1
1653	1
1271	0
203	0
3299	0
3401	0
1047	0
1294	0
9648	0
1664	0
3363	0
1636	8
1558	18
809	7
4246	16
5475	16
1695	0
1036	4
5286	20
1874	24
2718	15
4202	6
5856	1
4915	7
483	4
1182	3
669	2
1189	0
1144	0
4833	0
5641	0
2288	1
5802	0
1079	0
2838	5
3144	10
81405	268
13214	246
48	0
5546	3
22719	2
788	0
3068	1
1808	0
3060	1
7377	6
335	0
244	0
1556	0
73245	253
9843	240
304	0
2559	6
625	5
9216	2
5013	1
6758	18
5135	22
6413	6
3983	2
17989	8
4417	0
5576	0
1537	1
8	0
4368	37
1579	37
7686	83
2908	100
2412	64
3804	44
3601	1
3468	1
1237	1
341	0
1009	0
2195	0
7943	2
7470	1
2237	2
2751	19
1200	17
400	0
12008	0
118636	27
70589	42
77984	37
4316	0
2054	0
757	0
692	0
3108	0
429	0
3427	5
1581	6
379	0
8540	11
2253	9
7200	3
899	1
3756	0
1617	0
595	0
821	0
1352	0
756	0
4975	1
238	0
906	0
3650	0
69	0
2922	1
5473	0
936	11
2612	12
485	0
463	0
817	1
5256	3
1367	4
1021	4
203	1
16984	1
1834	1
18808	10
16477	54
40247	175
11032	117
34422	6
18034	3
9547	0
259	0
79	1
7788	3
2	0
4786	0
3226	0
222	0
675	0
104	0
893	0
4030	0
5320	0
2966	0
1556	0
17416	3
266295	24
1096	0
1356	0
771	0
453	0
1694	0
10648	4
8277	7
24369	5
6053	2
737	0
5574	0
2554	0
4086	0
769	0
13733	0
871	0
1512	0
1131	0
1506	0
2407	0
2336	0
2929	7
5210	11
25555	1
3453	1
1131	0
7438	23
5976	23
2265	1
129	0
3130	0
625	4
2589	5
81471	16
5456	2
278	1
2668	0
20711	3
7821	12
1529	10
1044	0
1613	2
3324	2
3558	0
8626	0
18252	0
29808	1
47332	7
4485	1
3377	2
19581	6
1048	0
815	0
1382	0
5698	0
2614	0
2991	0
333	0
2131	0
1254	0
2166	6
3526	7
4546	2
37	2
531	1
46520	8
36191	8
118	0
1774	0
17677	2
19857	2
566	2
1538	0
3965	0
2274	0
405	2
2946	2
1396	4
1669	3
10299	0
23044	7
2171	0
24575	1
1884	0
8782	0
3768	0
3984	1
14549	0
2485	0
10902	2
13053	0
2584	0
1151	0
6059	1
3890	2
1666	1
2537	3
31519	7
977	0
12108	1
1415	1
806	0
74300	1
1525	0
11493	3
1429	4
2843	53
13332	53
12988	15
8515	22
10539	10
18391	27
9250	20
9532	0
20665	4
873	0
891	1
890	0
206	0
11610	3
1640	1
5167	0
1619	0
3901	0
15161	3
9529	2
3077	0
1291	1
527	1
502	0
22619	6
2992	0
482	1
4974	2
22290	1
3341	1
6642	2
386	0
937	0
3492	0
1205	0
830	0
2859	1
5456	1
4839	0
210	0
6994	2
22965	3
3020	0
1452	0
3413	0
745	0
4526	1
2150	1
643	0
8894	1
10480	10
872	10
928	0
7532	2
10	0
74	1
11	6150
1144	0
14905	17
2055	31
5975	17
2761	1
1578	0
3024	0
602	0
1814	0
1692	0
1120	1
473	1
1106	0
242	0
11007	0
35027	4
4511	2
3637	3
3939	1
1905	0
2195	0
2853	0
7657	0
4711	3
1169	0
1354	5
2219	6
2985	2
5870	2
359	0
2982	0
5673	3
1427	8
2267	5
166	0
233	0
519	0
964	0
15	0
2633	0
806	3
967	2
23446	3
603	0
27	0
10757	1
22959	8
9154	0
615	0
40	0
502	0
5085	0
436	0
47881	11
25138	88
66162	89
772	1
3263	2
2702	17
5107	19
2513	1
1759	0
810	0
108	0
878	0
5369	1
306	0
425	0
75	0
0	0
2532	13
8357	19
3516	13
9624	11
12957	6
407	0
509	0
1084	0
902	0
6216	1
4914	6
6777	4
359	0
9957	2
3571	2
4607	0
3231	0
97	6497
981	0
1464	1
3475	1
2879	0
685	0
2488	1
1694	1
1059	0
4261	4
2455	1
4056	15
7115	15
2817	0
2000	0
1230	0
1978	0
2529	0
440	0
2041	0
2623	0
166	0
417	0
1003	1
161	0
124	0
11008	3
55530	19
12115	1
1290	5
2902	4
7225	0
4165	4
3802	4
2592	0
73	0
2273	0
99	0
4141	1
1930	3
4436	3
16253	3
866	18
13260	27
6602	13
169	0
3453	6
4029	13
4930	6
5757	43
1810	41
4908	0
31950	4
885	1
142	1
5081	5
7548	2
10514	1
3198	0
23747	45
50723	45
16143	136
25074	138
38638	7
2012	5
2991	6
169383	31
3764	1
3190	1
1790	0
17169	0
654	0
323	1
12	0
0	0
0	0
191	2
3645	0
855	0
128	4
2077	4
42216	12
3970	3
1695	3
1386	1
2081	12
1855	39
3736	26
4314	3
4211	0
22	0
2219	0
2531	1
1024	1
7256	4
22954	5
3032	57
3309	77
5031	23
22496	4
17736	14
5248	58
1639	43
5565	0
14500	9
13483	4
5649	2
20390	3
1985	8
1737	9
266	2
15318	1
1227	6
3968	8
19623	183
12683	177
8778	0
965	17
6360	20
1423	1
1411	2
868	0
572	0
1575	0
948	0
921	0
313	0
2145	0
1012	6
601	5
618	0
2733	0
0	0
0	0
10	0
11	0
6811	3
3699	0
16478	4
138	0
1915	1
370	0
1648	7
1251	7
11	0
1797	0
916	0
1725	1
14534	1
4165	2
6673	70
53182	104
18977	73
24764	40
12251	190
19075	298
7842	121
9758	8
870	0
875	0
5246	0
577	0
10069	4
605	4
601	4
3994	1
2947	2
1901	0
852	2
8477	3
2283	0
876	0
3525	1
1914	0
844	3
1199	62
6726	64
3612	25
1038	19
4051	8
1444	9
3951	2
4774	1
625	0
14135	0
8619	1
1864	0
1042	0
180376	40
11119	8
3722	1
2217	1
208	1
1034	0
5511	0
11559	0
1127	0
34368	7
2368	3
569	3
2141	0
1321	0
449	0
345	1
279	1
132	0
645	0
18209	0
2406	0
540	0
7898	0
2530	0
684	0
1711	0
2144	3
12359	5
4507	0
957	1
9	0
747	3
51	5679
577	5
571	5
25886	4
2716	1
881	3
4388	3
1635	31
3406	32
1935	1
4787	8
1190	7
3145	1
2861	0
500	1
1007	0
1152	1
326	1
1887	0
1020	13
1988	13
3415	1
1225	2
1370	2
6098	39
737	37
868	1
2751	0
437	0
518	0
9799	0
28550	86
28279	106
11760	23
570	0
720	0
15057	113
11742	112
2339	3
1043	3
12504	5
20790	5
1321	0
324	8
4373	8
1021	0
3166	0
1862	1
3621	3
2041	0
47	0
1247	1
2179	0
4671	0
995	0
4335	0
11949	3
4663	0
1575	0
1129	4
2127	4
11474	0
5698	1
186	1
3182	0
803	3
14362	7
17723	2
5113	3
5118	1
31908	1
10819	1
898	0
1275	2
447	0
21065	5
19536	3
4262	3
542	0
14	0
29	0
17	0
27	0
0	0
46	0
4053	1
2964	0
13570	1
102	0
87	0
1045	0
3670	2
8613	2
11577	2
979	0
3218	1
2898	2
1869	4
17454	7
3934	15
1342	15
623	3
154	0
150	0
1979	1
177	0
874	4
16168	51
7290	44
3317	4
5410	6
402	0
87218	20
4231	0
447	4
973	14
5929	13
4384	117
3716	116
7301	0
7873	71
9737	70
256	0
30820	3
6699	4
944	0
708	2
1669	5
6887	4
0	0
